query_id,project_id,dataset_id,table_id,run_date,bytes_processed,used_partition_filter,user_email
job_000087,empresa-dw-prod,finance_reporting,now_buy_025,2026-06-08,472888841,True,carlroy@empresa.com
job_000089,empresa-dw-prod,marketing_analytics,own_foot_026,2026-06-17,24476104606,False,jsmith@empresa.com
job_000090,empresa-dw-prod,marketing_analytics,own_foot_026,2026-06-07,31126233812,False,rmcintosh@empresa.com
job_000091,empresa-dw-prod,marketing_analytics,own_foot_026,2026-06-25,28777253878,False,bradleymckinney@empresa.com
job_000092,empresa-dw-prod,marketing_analytics,own_foot_026,2026-06-24,529078133,True,costajose@empresa.com
job_000093,empresa-dw-prod,marketing_analytics,own_foot_026,2026-06-10,2200012126,True,jamescollins@empresa.com
job_000094,empresa-dw-prod,marketing_analytics,own_foot_026,2026-06-05,33091622850,False,amanda34@empresa.com
job_000095,empresa-dw-prod,marketing_analytics,own_foot_026,2026-06-07,24435025661,False,lporter@empresa.com
job_000096,empresa-dw-prod,marketing_analytics,own_foot_026,2026-06-05,30979135471,False,michael04@empresa.com
job_000097,empresa-dw-prod,marketing_analytics,own_foot_026,2026-06-24,26929539913,False,smithjessica@empresa.com
job_000098,empresa-dw-prod,marketing_analytics,own_foot_026,2026-06-23,1852344552,True,williesanchez@empresa.com
job_000099,empresa-dw-prod,marketing_analytics,own_foot_026,2026-06-16,30364864952,False,prodriguez@empresa.com
job_000100,empresa-dw-prod,marketing_analytics,own_foot_026,2026-06-23,29695108710,False,idouglas@empresa.com
job_000102,empresa-dw-prod,clinical_ops,opportunity_team_027,2026-06-11,2726974171,True,twaller@empresa.com
job_000103,empresa-dw-prod,clinical_ops,opportunity_team_027,2026-06-27,2606517041,True,tonicooper@empresa.com
job_000105,empresa-dw-prod,finance_reporting,rest_course_028,2026-06-06,222648975,True,richardbailey@empresa.com
job_000107,empresa-dw-prod,growth,board_party_029,2026-07-01,93391725,True,hoodalexis@empresa.com
job_000108,empresa-dw-prod,growth,board_party_029,2026-06-22,113268289,True,ryan01@empresa.com
job_000110,empresa-dw-prod,finance_reporting,own_purpose_030,2026-06-17,15792377,True,qharrell@empresa.com
job_000112,empresa-dw-prod,clinical_ops,cup_hotel_031,2026-06-03,589509120,True,carol40@empresa.com
job_000113,empresa-dw-prod,clinical_ops,cup_hotel_031,2026-06-29,542487100,True,rlopez@empresa.com
job_000115,empresa-dw-prod,clinical_ops,bill_officer_032,2026-06-09,558737486209,False,xsmith@empresa.com
job_000116,empresa-dw-prod,clinical_ops,bill_officer_032,2026-06-05,54980131419,True,teresa85@empresa.com
job_000117,empresa-dw-prod,clinical_ops,bill_officer_032,2026-06-14,637597863247,False,austinkhan@empresa.com
job_000118,empresa-dw-prod,clinical_ops,bill_officer_032,2026-06-05,654749195304,False,michaelsmith@empresa.com
job_000119,empresa-dw-prod,clinical_ops,bill_officer_032,2026-06-30,56299451081,True,rmiller@empresa.com
job_000121,empresa-dw-prod,growth,seem_at_033,2026-06-12,7309026,True,johnparsons@empresa.com
job_000123,empresa-dw-prod,finance_reporting,organization_as_034,2026-06-10,25157247,True,bakerchristopher@empresa.com
job_000124,empresa-dw-prod,finance_reporting,organization_as_034,2026-06-18,48538989,True,zwillis@empresa.com
job_000127,empresa-dw-prod,clinical_ops,model_response_036,2026-06-10,486736893,True,evanscrystal@empresa.com
job_000128,empresa-dw-prod,clinical_ops,model_response_036,2026-06-06,263678234,True,richardsallison@empresa.com
job_000129,empresa-dw-prod,clinical_ops,model_response_036,2026-06-16,96445519,True,dianebaldwin@empresa.com
job_000130,empresa-dw-prod,clinical_ops,model_response_036,2026-06-25,316045660,True,uduran@empresa.com
job_000131,empresa-dw-prod,clinical_ops,model_response_036,2026-06-21,331459002,True,uhernandez@empresa.com
job_000133,empresa-dw-prod,growth,night_late_037,2026-06-02,10357044042,False,bradleyconley@empresa.com
job_000134,empresa-dw-prod,growth,night_late_037,2026-06-18,8926226584,False,zgross@empresa.com
job_000136,empresa-dw-prod,growth,standard_former_038,2026-06-19,67786495,True,reneemullins@empresa.com
job_000137,empresa-dw-prod,growth,standard_former_038,2026-06-04,67187213,True,mckenziebrandy@empresa.com
job_000139,empresa-dw-prod,logistics,make_pay_039,2026-06-21,84201898,True,christopherwilliams@empresa.com
job_000141,empresa-dw-prod,finance_reporting,wind_long_040,2026-06-19,259969167,True,susan67@empresa.com
job_000143,empresa-dw-prod,finance_reporting,high_firm_041,2026-07-01,46652964,True,burtonconnie@empresa.com
job_000145,empresa-dw-prod,clinical_ops,energy_study_042,2026-06-15,296124553,True,tracysmith@empresa.com
job_000147,empresa-dw-prod,finance_reporting,couple_say_043,2026-06-12,375035292,True,goodmanwesley@empresa.com
job_000148,empresa-dw-prod,finance_reporting,couple_say_043,2026-06-30,1314381135,True,hopkinscarl@empresa.com
job_000149,empresa-dw-prod,finance_reporting,couple_say_043,2026-06-07,1829914947,True,eking@empresa.com
job_000150,empresa-dw-prod,finance_reporting,couple_say_043,2026-06-04,2107840892,True,jimmy33@empresa.com
job_000151,empresa-dw-prod,finance_reporting,couple_say_043,2026-06-02,200693359,True,ysnyder@empresa.com
job_000152,empresa-dw-prod,finance_reporting,couple_say_043,2026-06-04,2137922726,True,mendozagabriela@empresa.com
job_000153,empresa-dw-prod,finance_reporting,couple_say_043,2026-06-14,2328135334,True,jensendawn@empresa.com
job_000154,empresa-dw-prod,finance_reporting,couple_say_043,2026-06-26,965073960,True,greenemartin@empresa.com
job_000156,empresa-dw-prod,logistics,state_either_044,2026-06-30,826704252,True,christine20@empresa.com
job_000157,empresa-dw-prod,logistics,state_either_044,2026-06-05,1231305871,True,rbrown@empresa.com
job_000158,empresa-dw-prod,logistics,state_either_044,2026-06-13,661726443,True,schwartzemma@empresa.com
job_000161,empresa-dw-prod,logistics,first_network_046,2026-06-16,7385663,True,jenna47@empresa.com
job_000164,empresa-dw-prod,finance_reporting,gun_shoulder_048,2026-06-10,111388049,True,howens@empresa.com
job_000167,empresa-dw-prod,logistics,politics_baby_050,2026-06-24,2288489204,True,larrymiller@empresa.com
job_000168,empresa-dw-prod,logistics,politics_baby_050,2026-06-02,2372636648,True,dsmith@empresa.com
job_000169,empresa-dw-prod,logistics,politics_baby_050,2026-06-09,596810553,True,wilkinstammy@empresa.com
job_000172,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-02,6044277830,True,ymcknight@empresa.com
job_000173,empresa-dw-prod,clinical_ops,kid_community_052,2026-07-01,7325201618,True,sabrinaarias@empresa.com
job_000174,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-10,1128446973,True,perkinsdonald@empresa.com
job_000175,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-22,5141420075,True,stephanie29@empresa.com
job_000176,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-01,4264007267,True,olivia53@empresa.com
job_000177,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-30,7829700880,True,fhurst@empresa.com
job_000178,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-08,5733298291,True,ajohnson@empresa.com
job_000179,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-27,1413936204,True,zmaldonado@empresa.com
job_000180,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-01,5369561236,True,jessica65@empresa.com
job_000181,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-18,6513733136,True,vstewart@empresa.com
job_000182,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-17,6564091124,True,nguyenmatthew@empresa.com
job_000183,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-13,2672343674,True,mwilson@empresa.com
job_000184,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-12,5936756017,True,valenzuelakeith@empresa.com
job_000185,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-05,7218995984,True,calvin69@empresa.com
job_000186,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-08,6923906845,True,wardronnie@empresa.com
job_000187,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-12,5022280609,True,melissa41@empresa.com
job_000188,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-03,3500861047,True,davenportjustin@empresa.com
job_000189,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-19,7423775969,True,johnbaker@empresa.com
job_000190,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-06,5823319336,True,james56@empresa.com
job_000191,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-21,3771841994,True,caincrystal@empresa.com
job_000192,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-13,6399850985,True,jenniferwilliams@empresa.com
job_000193,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-06,97666343140,False,whayes@empresa.com
job_000194,empresa-dw-prod,clinical_ops,kid_community_052,2026-06-06,8169557910,True,deannamitchell@empresa.com
job_000196,empresa-dw-prod,growth,sometimes_guess_053,2026-06-14,128679594,True,barrandrea@empresa.com
job_000198,empresa-dw-prod,clinical_ops,civil_worker_054,2026-06-16,46074269,True,thomascooper@empresa.com
job_000199,empresa-dw-prod,clinical_ops,civil_worker_054,2026-06-07,180942693,True,jonathan46@empresa.com
job_000201,empresa-dw-prod,finance_reporting,middle_know_055,2026-06-17,560607932,True,kevingrant@empresa.com
job_000202,empresa-dw-prod,finance_reporting,middle_know_055,2026-06-13,484742795,True,pwilson@empresa.com
job_000204,empresa-dw-prod,clinical_ops,among_relate_056,2026-06-07,94132775,True,charlesmason@empresa.com
job_000206,empresa-dw-prod,growth,bank_south_057,2026-06-15,3296661840,False,cpierce@empresa.com
job_000207,empresa-dw-prod,growth,bank_south_057,2026-06-25,2932276596,False,wendy76@empresa.com
job_000208,empresa-dw-prod,growth,bank_south_057,2026-06-26,103463400,True,amysanchez@empresa.com
job_000209,empresa-dw-prod,growth,bank_south_057,2026-06-13,136173097,True,matthewdavis@empresa.com
job_000211,empresa-dw-prod,finance_reporting,open_page_058,2026-06-02,15489311494,True,michealpacheco@empresa.com
job_000212,empresa-dw-prod,finance_reporting,open_page_058,2026-06-28,18631178165,True,paigebrady@empresa.com
job_000213,empresa-dw-prod,finance_reporting,open_page_058,2026-06-29,411993700967,False,vreyes@empresa.com
job_000214,empresa-dw-prod,finance_reporting,open_page_058,2026-06-20,23681828078,True,nicholasmorgan@empresa.com
job_000217,empresa-dw-prod,finance_reporting,television_former_060,2026-06-23,78999983,True,jimenezautumn@empresa.com
job_000220,empresa-dw-prod,marketing_analytics,hard_phone_062,2026-06-30,3713952888,True,david88@empresa.com
job_000221,empresa-dw-prod,marketing_analytics,hard_phone_062,2026-06-19,33375863052,False,christophermosley@empresa.com
job_000222,empresa-dw-prod,marketing_analytics,hard_phone_062,2026-06-14,2702443391,True,cross@empresa.com
job_000223,empresa-dw-prod,marketing_analytics,hard_phone_062,2026-06-16,3417564044,True,bfinley@empresa.com
job_000226,empresa-dw-prod,growth,subject_loss_064,2026-06-21,753274116,True,antoniomckinney@empresa.com
job_000227,empresa-dw-prod,growth,subject_loss_064,2026-06-01,610423580,True,fdonaldson@empresa.com
job_000228,empresa-dw-prod,growth,subject_loss_064,2026-06-26,241110773,True,jonessarah@empresa.com
job_000229,empresa-dw-prod,growth,subject_loss_064,2026-06-01,838557748,True,pcompton@empresa.com
job_000230,empresa-dw-prod,growth,subject_loss_064,2026-06-26,343493233,True,walkeredwin@empresa.com
job_000232,empresa-dw-prod,growth,authority_though_065,2026-07-01,3837676,True,davidjennifer@empresa.com
job_000233,empresa-dw-prod,growth,authority_though_065,2026-06-06,27210509,True,xmiller@empresa.com
job_000235,empresa-dw-prod,growth,better_you_066,2026-06-07,1154721970,False,smithdavid@empresa.com
job_000236,empresa-dw-prod,growth,better_you_066,2026-06-08,75027048,True,brewerkevin@empresa.com
job_000237,empresa-dw-prod,growth,better_you_066,2026-06-07,61262692,True,courtneyrice@empresa.com
job_000239,empresa-dw-prod,marketing_analytics,expect_matter_067,2026-06-16,114692625,True,hhale@empresa.com
job_000240,empresa-dw-prod,marketing_analytics,expect_matter_067,2026-06-06,168027838,True,jonesalice@empresa.com
job_000242,empresa-dw-prod,finance_reporting,same_red_068,2026-06-30,1871415677,True,paulwalker@empresa.com
job_000244,empresa-dw-prod,clinical_ops,attention_ask_069,2026-06-08,269418285,True,smithkevin@empresa.com
job_000248,empresa-dw-prod,marketing_analytics,participant_responsibility_072,2026-06-28,46651546,True,uramirez@empresa.com
job_000249,empresa-dw-prod,marketing_analytics,participant_responsibility_072,2026-06-24,54998386,True,thomasyoung@empresa.com
job_000251,empresa-dw-prod,clinical_ops,term_like_073,2026-06-04,186213000,True,anthonyjenkins@empresa.com
job_000252,empresa-dw-prod,clinical_ops,term_like_073,2026-06-24,129705139,True,brian37@empresa.com
job_000253,empresa-dw-prod,clinical_ops,term_like_073,2026-06-05,334391460,True,omiller@empresa.com
job_000255,empresa-dw-prod,marketing_analytics,feel_sense_074,2026-06-03,3423480421,True,obuckley@empresa.com
job_000256,empresa-dw-prod,marketing_analytics,feel_sense_074,2026-06-15,14962916217,True,vjohnson@empresa.com
job_000258,empresa-dw-prod,marketing_analytics,imagine_very_075,2026-06-22,207638552,True,zcox@empresa.com
job_000260,empresa-dw-prod,logistics,relate_hand_076,2026-06-24,37814306,True,adamcarter@empresa.com
job_000261,empresa-dw-prod,logistics,relate_hand_076,2026-06-22,52695096,True,harristara@empresa.com
job_000263,empresa-dw-prod,finance_reporting,agency_yeah_077,2026-06-11,1177633652,False,katie33@empresa.com
job_000265,empresa-dw-prod,logistics,main_hear_078,2026-06-05,281477985,True,wwalker@empresa.com
job_000267,empresa-dw-prod,finance_reporting,concern_popular_079,2026-06-23,57122783,True,daniel97@empresa.com
job_000269,empresa-dw-prod,logistics,but_minute_080,2026-06-25,80607379,True,peggywashington@empresa.com
job_000271,empresa-dw-prod,clinical_ops,artist_discover_081,2026-06-26,19354349,True,rushdustin@empresa.com
job_000272,empresa-dw-prod,clinical_ops,artist_discover_081,2026-06-09,7377126,True,bbrown@empresa.com
job_000273,empresa-dw-prod,clinical_ops,artist_discover_081,2026-06-22,3772316,True,robertmckinney@empresa.com
job_000274,empresa-dw-prod,clinical_ops,artist_discover_081,2026-06-08,25870431,True,phillipvillanueva@empresa.com
job_000277,empresa-dw-prod,logistics,carry_single_083,2026-06-29,268916185196,False,jessica12@empresa.com
job_000278,empresa-dw-prod,logistics,carry_single_083,2026-06-16,15175250386,True,james87@empresa.com
job_000279,empresa-dw-prod,logistics,carry_single_083,2026-06-24,18618846272,True,collinsjessica@empresa.com
job_000280,empresa-dw-prod,logistics,carry_single_083,2026-06-20,251674744580,False,traci72@empresa.com
job_000281,empresa-dw-prod,logistics,carry_single_083,2026-06-13,1477962639,True,smithjoshua@empresa.com
job_000282,empresa-dw-prod,logistics,carry_single_083,2026-06-15,21460770156,True,robert18@empresa.com
job_000283,empresa-dw-prod,logistics,carry_single_083,2026-06-29,16193105847,True,omarmack@empresa.com
job_000284,empresa-dw-prod,logistics,carry_single_083,2026-06-05,20296102567,True,lynn61@empresa.com
job_000285,empresa-dw-prod,logistics,carry_single_083,2026-06-07,9286852352,True,thorntonjames@empresa.com
job_000286,empresa-dw-prod,logistics,carry_single_083,2026-06-07,7424584087,True,xlee@empresa.com
job_000287,empresa-dw-prod,logistics,carry_single_083,2026-06-28,11637592896,True,ajohnson@empresa.com
job_000288,empresa-dw-prod,logistics,carry_single_083,2026-06-15,260151664124,False,lisawang@empresa.com
job_000289,empresa-dw-prod,logistics,carry_single_083,2026-06-27,273659378503,False,bennettsteven@empresa.com
job_000290,empresa-dw-prod,logistics,carry_single_083,2026-06-24,4861457705,True,scottjulie@empresa.com
job_000291,empresa-dw-prod,logistics,carry_single_083,2026-06-22,18318944263,True,michael59@empresa.com
job_000292,empresa-dw-prod,logistics,carry_single_083,2026-07-01,270250649129,False,bakerjennifer@empresa.com
job_000293,empresa-dw-prod,logistics,carry_single_083,2026-06-08,1748405688,True,sandra40@empresa.com
job_000294,empresa-dw-prod,logistics,carry_single_083,2026-06-12,10997886510,True,johnsonjesus@empresa.com
job_000295,empresa-dw-prod,logistics,carry_single_083,2026-06-24,3513874015,True,dbaldwin@empresa.com
job_000296,empresa-dw-prod,logistics,carry_single_083,2026-06-04,5091339491,True,bclarke@empresa.com
job_000297,empresa-dw-prod,logistics,carry_single_083,2026-06-23,11612479497,True,fanderson@empresa.com
job_000298,empresa-dw-prod,logistics,carry_single_083,2026-06-15,3662599131,True,alangalvan@empresa.com
job_000299,empresa-dw-prod,logistics,carry_single_083,2026-06-28,4220458656,True,mackenzie29@empresa.com
job_000300,empresa-dw-prod,logistics,carry_single_083,2026-06-13,6087516960,True,markflores@empresa.com
job_000301,empresa-dw-prod,logistics,carry_single_083,2026-06-10,16856133087,True,kristen91@empresa.com
job_000302,empresa-dw-prod,logistics,carry_single_083,2026-06-26,1765432029,True,petermoore@empresa.com
job_000303,empresa-dw-prod,logistics,carry_single_083,2026-06-11,10097173482,True,cbrown@empresa.com
job_000304,empresa-dw-prod,logistics,carry_single_083,2026-06-05,2132268221,True,utran@empresa.com
job_000305,empresa-dw-prod,logistics,carry_single_083,2026-06-01,8910980293,True,tinastephenson@empresa.com
job_000306,empresa-dw-prod,logistics,carry_single_083,2026-06-19,8327055730,True,bakerchristopher@empresa.com
job_000307,empresa-dw-prod,logistics,carry_single_083,2026-06-18,13080627659,True,fishervanessa@empresa.com
job_000308,empresa-dw-prod,logistics,carry_single_083,2026-06-02,9684871426,True,ithompson@empresa.com
job_000309,empresa-dw-prod,logistics,carry_single_083,2026-06-14,12105421142,True,rmurray@empresa.com
job_000310,empresa-dw-prod,logistics,carry_single_083,2026-06-01,8707133069,True,julieboone@empresa.com
job_000311,empresa-dw-prod,logistics,carry_single_083,2026-06-04,14495561874,True,chankelly@empresa.com
job_000312,empresa-dw-prod,logistics,carry_single_083,2026-06-20,5268025104,True,ashley54@empresa.com
job_000313,empresa-dw-prod,logistics,carry_single_083,2026-06-21,11844264324,True,james32@empresa.com
job_000314,empresa-dw-prod,logistics,carry_single_083,2026-07-01,10102228592,True,joecampbell@empresa.com
job_000315,empresa-dw-prod,logistics,carry_single_083,2026-06-19,20801645640,True,markfoster@empresa.com
job_000316,empresa-dw-prod,logistics,carry_single_083,2026-06-11,274717609862,False,williamhall@empresa.com
job_000317,empresa-dw-prod,logistics,carry_single_083,2026-06-03,265217717828,False,valdezvicki@empresa.com
job_000319,empresa-dw-prod,finance_reporting,end_information_084,2026-06-23,28154136,True,smithnicole@empresa.com
job_000320,empresa-dw-prod,finance_reporting,end_information_084,2026-06-30,10231241,True,maryrocha@empresa.com
job_000321,empresa-dw-prod,finance_reporting,end_information_084,2026-06-15,331528151,False,mcdowelljesse@empresa.com
job_000322,empresa-dw-prod,finance_reporting,end_information_084,2026-06-30,11999528,True,lopezteresa@empresa.com
job_000324,empresa-dw-prod,logistics,include_whom_085,2026-06-01,427498139,True,sarahwatson@empresa.com
job_000325,empresa-dw-prod,logistics,include_whom_085,2026-06-23,483817772,True,shanegreen@empresa.com
job_000326,empresa-dw-prod,logistics,include_whom_085,2026-06-02,140367116,True,rodriguezcaitlyn@empresa.com
job_000327,empresa-dw-prod,logistics,include_whom_085,2026-06-27,723430689,True,jeff55@empresa.com
job_000328,empresa-dw-prod,logistics,include_whom_085,2026-06-13,228364608,True,bradleycooke@empresa.com
job_000330,empresa-dw-prod,logistics,try_model_086,2026-06-12,386154708,True,greenedenise@empresa.com
job_000332,empresa-dw-prod,growth,be_compare_087,2026-06-03,4076798,True,lisafuentes@empresa.com
job_000334,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-24,25113728856,True,lgregory@empresa.com
job_000335,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-13,40621735152,True,christian07@empresa.com
job_000336,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-26,12512465126,True,gbrown@empresa.com
job_000337,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-14,13799199098,True,jbeck@empresa.com
job_000338,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-03,14847740292,True,delgadoraymond@empresa.com
job_000339,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-07,25327440760,True,robert44@empresa.com
job_000340,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-12,20770991359,True,tashley@empresa.com
job_000341,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-30,36937710895,True,robert05@empresa.com
job_000342,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-20,7211731739,True,petersullivan@empresa.com
job_000343,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-24,30514758006,True,hamiltoneric@empresa.com
job_000344,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-02,16549567234,True,hooverrichard@empresa.com
job_000345,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-20,11034585404,True,steven22@empresa.com
job_000346,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-12,36399165132,True,williamsdouglas@empresa.com
job_000347,empresa-dw-prod,clinical_ops,list_interest_088,2026-06-15,37836882204,True,ndavis@empresa.com
